random_sample_frac,fieldset,model,accuracy,precision,recall,f1,time_pred
1,dev_name,semantic-logit-deberta-random-neg-pct-100,0.9915966386554622,0.9565217391304348,0.9887640449438202,0.9723756906077348,2.1942523347229515e-06
1,dev_name-dev_email,semantic-logit-deberta-random-neg-pct-100,0.9899159663865547,0.9560439560439561,0.9775280898876404,0.9666666666666667,2.1609939446970194e-06
1,dev_name-dev_email,semantic-logit-bert-multilingual-random-neg-pct-100,0.9815126050420168,0.9333333333333333,0.9438202247191011,0.9385474860335196,2.165401683134191e-06
1,dev_name-dev_email,fine-tune-bert-multilingual-random-neg-pct-100,0.9815126050420168,0.9642857142857143,0.9101123595505618,0.9364161849710984,0.04834130110860873
1,dev_name,fine-tune-bert-multilingual-random-neg-pct-100,0.9815126050420168,0.975609756097561,0.898876404494382,0.935672514619883,0.050843966508112036
1,dev_name,semantic-logit-bert-multilingual-random-neg-pct-100,0.973109243697479,0.9195402298850575,0.898876404494382,0.9090909090909091,2.8626257631959034e-06
1,dev_name-dev_email,semantic-logit-bert-uncased-random-neg-pct-100,0.9697478991596639,0.9080459770114943,0.8876404494382022,0.8977272727272727,2.1858375613428964e-06
1,dev_name,fine-tune-bert-uncased-random-neg-pct-100,0.9680672268907563,0.9069767441860465,0.8764044943820225,0.8914285714285715,0.04967599756577436
1,dev_name,semantic-logit-bert-uncased-random-neg-pct-100,0.9613445378151261,0.8837209302325582,0.8539325842696629,0.8685714285714285,2.191046706768645e-06
1,dev_email,semantic-logit-deberta-random-neg-pct-100,0.9529411764705882,0.801980198019802,0.9101123595505618,0.8526315789473684,2.2102804744944855e-06
1,dev_name,semantic-logit-distilbert-random-neg-pct-100,0.9546218487394958,0.8297872340425532,0.8764044943820225,0.8524590163934426,2.2114825849773505e-06
1,dev_name,fine-tune-gte-random-neg-pct-100,0.9428571428571428,0.7350427350427351,0.9662921348314607,0.8349514563106796,0.04716150179630568
1,,semantic-logit-deberta-random-neg-pct-100,0.9512605042016806,0.8658536585365854,0.797752808988764,0.8304093567251462,2.280403585994945e-06
1,dev_name-dev_email,semantic-logit-distilbert-random-neg-pct-100,0.9411764705882353,0.78125,0.8426966292134831,0.8108108108108107,2.5288397524537158e-06
1,dev_name,fine-tune-bge-random-neg-pct-100,0.9294117647058824,0.7043478260869566,0.9101123595505618,0.7941176470588236,0.048558317713376854
1,dev_name,fine-tune-distilbert-random-neg-pct-100,0.9226890756302522,0.6776859504132231,0.9213483146067416,0.7809523809523808,0.025706996436880417
1,dev_name,semantic-logit-mpnet-random-neg-pct-100,0.934453781512605,0.7840909090909091,0.7752808988764045,0.7796610169491526,2.605374119862789e-06
1,dev_name-dev_email,fine-tune-bert-uncased-random-neg-pct-100,0.9176470588235294,0.6694915254237288,0.8876404494382022,0.7632850241545893,0.053967615736632786
1,,fine-tune-deberta-random-neg-pct-100,0.9411764705882353,0.9821428571428571,0.6179775280898876,0.7586206896551723,0.10941382215804413
1,dev_name-dev_email,semantic-logit-mpnet-random-neg-pct-100,0.9226890756302522,0.7216494845360825,0.7865168539325843,0.7526881720430109,4.6032817423844535e-06
1,dev_name-dev_email,semantic-logit-bge-random-neg-pct-100,0.9058823529411765,0.6460176991150443,0.8202247191011236,0.7227722772277227,2.5881438696083904e-06
1,,semantic-logit-bert-multilingual-random-neg-pct-100,0.907563025210084,0.67,0.7528089887640449,0.708994708994709,2.206273439551602e-06
1,dev_name,semantic-logit-bge-random-neg-pct-100,0.907563025210084,0.6770833333333334,0.7303370786516854,0.7027027027027027,2.1846354508600314e-06
1,dev_name,semantic-logit-gte-random-neg-pct-100,0.9025210084033614,0.6631578947368421,0.7078651685393258,0.6847826086956521,2.1986600731601232e-06
1,,fine-tune-mpnet-random-neg-pct-100,0.9226890756302522,0.9215686274509803,0.5280898876404494,0.6714285714285714,0.04693534233990838
1,dev_name-dev_email,fine-tune-gte-random-neg-pct-100,0.8554621848739495,0.5088757396449705,0.9662921348314607,0.6666666666666667,0.05217490997635016
1,dev_name-dev_email,semantic-logit-gte-random-neg-pct-100,0.8857142857142857,0.5981308411214953,0.7191011235955056,0.6530612244897959,2.134547514073989e-06
1,,fine-tune-gte-random-neg-pct-100,0.9210084033613445,0.9772727272727273,0.48314606741573035,0.6466165413533834,0.04765310527897682
1,dev_email,fine-tune-gte-random-neg-pct-100,0.9058823529411765,0.746268656716418,0.5617977528089888,0.6410256410256411,0.05838197339482668
1,dev_email,semantic-logit-bert-multilingual-random-neg-pct-100,0.8756302521008403,0.5728155339805825,0.6629213483146067,0.6145833333333334,2.346519662552521e-06
1,dev_name-dev_email,fine-tune-bge-random-neg-pct-100,0.8285714285714286,0.4624277456647399,0.898876404494382,0.6106870229007634,0.0593331104567071
1,dev_email,fine-tune-distilbert-random-neg-pct-100,0.8941176470588236,0.696969696969697,0.5168539325842697,0.5935483870967742,0.029038256156344373
1,,fine-tune-distilbert-random-neg-pct-100,0.9092436974789916,0.9487179487179487,0.4157303370786517,0.578125,0.024367408992863503
1,dev_name-dev_email,fine-tune-distilbert-random-neg-pct-100,0.7848739495798319,0.40669856459330145,0.9550561797752809,0.5704697986577182,0.02603087465302283
1,dev_email,fine-tune-bge-random-neg-pct-100,0.8857142857142857,0.6721311475409836,0.4606741573033708,0.5466666666666666,0.05036597171751391
1,,fine-tune-bge-random-neg-pct-100,0.9042016806722689,0.9705882352941176,0.3707865168539326,0.5365853658536586,0.04705178597394158
1,dev_email,fine-tune-deberta-random-neg-pct-100,0.8100840336134454,0.42207792207792205,0.7303370786516854,0.5349794238683128,0.1084111426056934
1,dev_name,fine-tune-deberta-random-neg-pct-100,0.7394957983193278,0.3601694915254237,0.9550561797752809,0.5230769230769231,0.11257234661519026
1,,fine-tune-bert-multilingual-random-neg-pct-100,0.9008403361344538,0.96875,0.34831460674157305,0.5123966942148761,0.048664633967295416
1,dev_email,semantic-logit-mpnet-random-neg-pct-100,0.826890756302521,0.4426229508196721,0.6067415730337079,0.5118483412322276,2.3164669004808953e-06
1,dev_email,semantic-logit-distilbert-random-neg-pct-100,0.8352941176470589,0.4594594594594595,0.5730337078651685,0.5099999999999999,2.2375283121060925e-06
1,dev_name,fine-tune-mpnet-random-neg-pct-100,0.7226890756302521,0.3442622950819672,0.9438202247191011,0.5045045045045045,0.049184285091752766
1,dev_email,fine-tune-mpnet-random-neg-pct-100,0.8067226890756303,0.4015151515151515,0.5955056179775281,0.4796380090497737,0.057160291751893626
1,dev_email,fine-tune-bert-uncased-random-neg-pct-100,0.8941176470588236,0.90625,0.3258426966292135,0.4793388429752066,0.05824949440835905
1,,semantic-logit-mpnet-random-neg-pct-100,0.8016806722689076,0.39097744360902253,0.5842696629213483,0.46846846846846846,2.252354341394761e-06
1,,semantic-logit-distilbert-random-neg-pct-100,0.8033613445378152,0.390625,0.5617977528089888,0.4608294930875576,2.5132123161764706e-06
1,dev_email,semantic-logit-bert-uncased-random-neg-pct-100,0.8184873949579832,0.4144144144144144,0.5168539325842697,0.45999999999999996,2.1858375613428964e-06
1,dev_email,semantic-logit-bge-random-neg-pct-100,0.7865546218487395,0.3698630136986301,0.6067415730337079,0.4595744680851063,2.223904393300289e-06
1,,semantic-logit-bert-uncased-random-neg-pct-100,0.8218487394957983,0.4205607476635514,0.5056179775280899,0.4591836734693877,3.1607491629464288e-06
1,,semantic-logit-bge-random-neg-pct-100,0.7983193277310925,0.3816793893129771,0.5617977528089888,0.45454545454545464,2.3633492093126314e-06
1,dev_name-dev_email,fine-tune-deberta-random-neg-pct-100,0.6168067226890757,0.2765273311897106,0.9662921348314607,0.43000000000000005,0.11974826019351222
1,dev_name-dev_email,fine-tune-mpnet-random-neg-pct-100,0.6067226890756302,0.2727272727272727,0.9775280898876404,0.42647058823529405,0.051735763790226784
1,,semantic-logit-gte-random-neg-pct-100,0.7848739495798319,0.3464566929133858,0.4943820224719101,0.40740740740740744,2.1601925377084427e-06
1,dev_email,fine-tune-bert-multilingual-random-neg-pct-100,0.8873949579831932,0.9583333333333334,0.25842696629213485,0.40707964601769914,0.048402229677729246
1,dev_email,semantic-logit-gte-random-neg-pct-100,0.7714285714285715,0.3233082706766917,0.48314606741573035,0.38738738738738737,2.138153845522584e-06
1,,fine-tune-bert-uncased-random-neg-pct-100,0.8840336134453781,0.9545454545454546,0.23595505617977527,0.3783783783783784,0.047217791020369326
